schema_version,rf_channel,callsign,service_class,detectability_db,distance_km,bearing_deg,frequency_tolerance,chime_ch_index,nominal_pilot_mhz,city,state_prov,erp_kw,evidence_status
dtv_transmitter_census_v1,35,CH6457-DT,Relay,,651.0,332.8,±1 kHz,521,596.309441,Fort St. James,BC,0.039,reported_on_air_licensed
dtv_transmitter_census_v1,27,K27MM-D,Translator (LPTV),,663.0,134.8,None specified,644,548.309441,TENDOY / LEADORE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,14,K14LP-D,Translator (LPTV),,667.9,204.4,None specified,844,470.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,16,K16LL-D,Translator (LPTV),,667.9,204.4,None specified,813,482.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,18,K18OJ-D,Translator (LPTV),,667.9,204.4,None specified,783,494.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,20,K20IR-D,Translator (LPTV),,667.9,204.4,None specified,752,506.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,22,K22HO-D,Translator (LPTV),,667.9,204.4,None specified,721,518.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23OS-D,Translator (LPTV),,667.9,204.4,None specified,706,524.309441,LONDON SPRINGS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,24,K24LY-D,Translator (LPTV),,667.9,204.4,None specified,690,530.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26MZ-D,Translator (LPTV),,667.9,204.4,None specified,660,542.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,27,K27JY-D,Translator (LPTV),,667.9,204.4,None specified,644,548.309441,LONDON SPRINGS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,30,K30OC-D,Translator (LPTV),,667.9,204.4,None specified,598,566.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31PI-D,Translator (LPTV),,667.9,204.4,None specified,583,572.309441,LONDON SPRINGS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,32,K32LW-D,Translator (LPTV),,667.9,204.4,None specified,568,578.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,33,K33KD-D,Translator (LPTV),,667.9,204.4,None specified,552,584.309441,LONDON SPRINGS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,35,K35JH-D,Translator (LPTV),,667.9,204.4,None specified,521,596.309441,LONDON SPRINGS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,36,K36NL-D,Translator (LPTV),,667.9,204.4,None specified,506,602.309441,COTTAGE GROVE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,19,K19EC-D,Translator (LPTV),,671.1,210.3,None specified,767,500.309441,MAPLETON,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,21,K21LY-D,Translator (LPTV),,671.1,210.3,None specified,736,512.309441,MAPLETON,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25NI-D,Translator (LPTV),,671.1,210.3,None specified,675,536.309441,MAPLETON,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,34,K34CB-D,Translator (LPTV),,672.7,135.3,None specified,537,590.309441,"LEMHI, ETC.",ID,,reported_on_air_unverified
dtv_transmitter_census_v1,18,K12LS-D,Translator (LPTV),,674.3,140.6,None specified,783,494.309441,CHALLIS,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,22,K22IM-D,Translator (LPTV),,674.3,140.6,None specified,721,518.309441,CHALLIS,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,17,K17DU-D,Translator (LPTV),,680.8,187.2,None specified,798,488.309441,CHRISTMAS VALLEY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26KQ-D,Translator (LPTV),,680.8,187.2,None specified,660,542.309441,CHRISTMAS VALLEY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,24,KIVI-TV,Full-power,,684.0,158.8,±1 kHz,690,530.309441,NAMPA,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,24,K24MF-D,Translator (LPTV),,684.0,211.6,None specified,690,530.309441,FLORENCE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26NE-D,Translator (LPTV),,684.0,211.6,None specified,660,542.309441,FLORENCE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,28,K28NZ-D,Translator (LPTV),,684.0,211.6,None specified,629,554.309441,FLORENCE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,32,K32HF-D,Translator (LPTV),,684.0,211.6,None specified,568,578.309441,FLORENCE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,35,K35HW-D,Translator (LPTV),,684.0,211.6,None specified,521,596.309441,FLORENCE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,15,KKJB,Full-power,,685.6,156.3,±1 kHz,829,476.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,20,KBOI-TV,Full-power,,685.6,156.3,±1 kHz,752,506.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,23,KTVB,Full-power,,685.6,156.3,±1 kHz,706,524.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,16,KKIC-LD,Low-power (LPTV),,685.6,156.3,None specified,813,482.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,19,KCBB-LD,Low-power (LPTV),,685.6,156.3,None specified,767,500.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,25,KFLL-LD,Low-power (LPTV),,685.6,156.3,None specified,675,536.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,26,KTVJ-LD,Low-power (LPTV),,685.6,156.3,None specified,660,542.309441,Boise,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,27,KBKI-LD,Low-power (LPTV),,685.6,156.3,None specified,644,548.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,28,KYUU-LD,Low-power (LPTV),,685.6,156.3,None specified,629,554.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,29,KIWB-LD,Low-power (LPTV),,685.6,156.3,None specified,614,560.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31FD-D,Translator (LPTV),,685.6,156.3,None specified,583,572.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,33,KBSE-LD,Low-power (LPTV),,685.6,156.3,None specified,552,584.309441,"BOISE, ETC.",ID,,reported_on_air_unverified
dtv_transmitter_census_v1,34,KEVA-LD,Low-power (LPTV),,685.6,156.3,None specified,537,590.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,35,KZAK-LD,Low-power (LPTV),,685.6,156.3,None specified,521,596.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,21,KAID,Full-power,,685.6,156.3,±1 kHz,736,512.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,32,KAID,Full-power,,685.6,156.3,±1 kHz,736,512.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,17,KAID,Full-power,,685.6,156.3,±1 kHz,736,512.309441,BOISE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25OK-D,Translator (LPTV),,695.2,205.1,None specified,675,536.309441,YONCALLA,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,32,K32FI-D,Translator (LPTV),,695.2,205.1,None specified,568,578.309441,YONCALLA,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,14,K14IJ-D,Translator (LPTV),,701.7,135.0,None specified,844,470.309441,LEADORE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,16,K16KO-D,Translator (LPTV),,701.7,135.0,None specified,813,482.309441,LEADORE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23JH-D,Translator (LPTV),,701.7,135.0,None specified,706,524.309441,LEADORE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25PY-D,Translator (LPTV),,701.7,135.0,None specified,675,536.309441,LEADORE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,30,K30BU-D,Translator (LPTV),,701.7,135.0,None specified,598,566.309441,LEADORE,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,15,K15JG-D,Translator (LPTV),,706.5,208.5,None specified,829,476.309441,SCOTTSBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,21,K21MB-D,Translator (LPTV),,706.5,208.5,None specified,736,512.309441,SCOTTSBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,20,K20LL-D,Translator (LPTV),,711.3,210.4,None specified,752,506.309441,REEDSPORT,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31AE-D,Translator (LPTV),,717.8,204.6,None specified,583,572.309441,SUTHERLIN,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,24,K24FH-D,Translator (LPTV),,721.0,203.0,None specified,690,530.309441,"GLIDE, ETC.",OR,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26HO-D,Translator (LPTV),,721.0,203.0,None specified,660,542.309441,GLIDE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,34,K34IC-D,Translator (LPTV),,721.0,203.0,None specified,537,590.309441,GLIDE,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,24,CH4148,Relay,,718.1,350.1,±1 kHz,690,530.309441,Chetwynd,BC,0.041,reported_on_air_licensed
dtv_transmitter_census_v1,28,CHET-TV,Full-power,,718.1,350.1,±1 kHz,629,554.309441,Chetwynd,BC,0.042,reported_on_air_licensed
dtv_transmitter_census_v1,30,CH4334,Relay,,718.1,350.1,±1 kHz,598,566.309441,Chetwynd,BC,0.049,reported_on_air_licensed
dtv_transmitter_census_v1,18,KTVC,Full-power,,735.5,204.2,±1 kHz,783,494.309441,ROSEBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,15,K15KN-D,Translator (LPTV),,735.5,204.2,None specified,829,476.309441,ROSEBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,20,K20MK-D,Translator (LPTV),,735.5,204.2,None specified,752,506.309441,ROSEBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,22,K22MB-D,Translator (LPTV),,735.5,204.2,None specified,721,518.309441,ROSEBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,33,K33NY-D,Translator (LPTV),,735.5,204.2,None specified,552,584.309441,ROSEBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,36,KTCW,Full-power,,735.5,204.2,±1 kHz,506,602.309441,ROSEBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,19,KPIC,Full-power,,735.5,204.2,±1 kHz,767,500.309441,ROSEBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,16,KPIC,Full-power,,735.5,204.2,±1 kHz,767,500.309441,ROSEBURG,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,28,K28LO-D,Translator (LPTV),,740.3,185.9,None specified,629,554.309441,PAISLEY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,22,KMCB,Full-power,,750.0,209.7,±1 kHz,721,518.309441,COOS BAY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,34,KCBY-TV,Full-power,,750.0,209.7,±1 kHz,537,590.309441,COOS BAY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,14,K14MQ-D,Translator (LPTV),,750.0,209.7,None specified,844,470.309441,COOS BAY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,15,K15KF-D,Translator (LPTV),,750.0,209.7,None specified,829,476.309441,COOS BAY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,16,K16IE-D,Translator (LPTV),,750.0,209.7,None specified,813,482.309441,COOS BAY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23KD-D,Translator (LPTV),,750.0,209.7,None specified,706,524.309441,"COOS BAY, ETC.",OR,,reported_on_air_unverified
dtv_transmitter_census_v1,27,K27CL-D,Translator (LPTV),,750.0,209.7,None specified,644,548.309441,COOS BAY/NORTH BEND,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,30,K30BN-D,Translator (LPTV),,750.0,209.7,None specified,598,566.309441,COOS BAY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,36,K36BX-D,Translator (LPTV),,750.0,209.7,None specified,506,602.309441,COOS BAY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,15,K15HR-D,Translator (LPTV),,756.4,140.4,None specified,829,476.309441,MACKAY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,22,K22GX-D,Translator (LPTV),,759.6,203.4,None specified,721,518.309441,TRI CITY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,35,K35MS-D,Translator (LPTV),,764.4,203.0,None specified,521,596.309441,"CANYONVILLE, ETC",OR,,reported_on_air_unverified
dtv_transmitter_census_v1,23,K23ME-D,Translator (LPTV),,766.0,205.5,None specified,706,524.309441,CAMAS VALLEY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,29,K29KR-D,Translator (LPTV),,766.0,205.5,None specified,614,560.309441,CAMAS VALLEY,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,33,K33LZ-D,Translator (LPTV),,777.3,208.2,None specified,552,584.309441,MYRTLE POINT,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,16,K16JE-D,Translator (LPTV),,782.1,153.2,None specified,813,482.309441,GLENNS FERRY,ID,,reported_on_air_unverified
dtv_transmitter_census_v1,14,K14QH-D,Translator (LPTV),,787.0,197.9,None specified,844,470.309441,BUTTE FALLS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,18,K18LU-D,Translator (LPTV),,788.6,203.2,None specified,783,494.309441,"GLENDALE, ETC.",OR,,reported_on_air_unverified
dtv_transmitter_census_v1,24,K24MH-D,Translator (LPTV),,793.4,207.2,None specified,690,530.309441,POWERS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,26,K26NJ-D,Translator (LPTV),,793.4,207.2,None specified,660,542.309441,POWERS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,28,K28OD-D,Translator (LPTV),,793.4,207.2,None specified,629,554.309441,POWERS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,32,K32JL-D,Translator (LPTV),,793.4,207.2,None specified,568,578.309441,POWERS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,35,K35PQ-D,Translator (LPTV),,793.4,207.2,None specified,521,596.309441,POWERS,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,15,K15HU-D,Translator (LPTV),,795.0,184.3,None specified,829,476.309441,LAKEVIEW,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,19,K19BK-D,Translator (LPTV),,795.0,184.3,None specified,767,500.309441,LAKEVIEW,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,31,K31KZ-D,Translator (LPTV),,795.0,184.3,None specified,583,572.309441,LAKEVIEW,OR,,reported_on_air_unverified
dtv_transmitter_census_v1,25,K25JW-D,Translator (LPTV),,803.1,202.7,None specified,675,536.309441,"HUGO, ETC.",OR,,reported_on_air_unverified
dtv_transmitter_census_v1,23,CH2024,Relay,,627.1,328.6,±0.003%,706,524.309441,Fort Fraser,BC,0.090,licensed_candidate
dtv_transmitter_census_v1,30,CH2025,Relay,,627.1,328.6,±0.003%,598,566.309441,Fort Fraser,BC,0.100,licensed_candidate
dtv_transmitter_census_v1,15,CH2308,Relay,,627.1,328.6,±0.003%,829,476.309441,Fraser Lake,BC,0.080,licensed_candidate
dtv_transmitter_census_v1,17,CH2309,Relay,,627.1,328.6,±0.003%,798,488.309441,Fraser Lake,BC,0.080,licensed_candidate
dtv_transmitter_census_v1,21,CH2031,Relay,,646.1,326.4,±0.003%,736,512.309441,Endako,BC,0.100,licensed_candidate
dtv_transmitter_census_v1,29,CH4303,Relay,,646.1,326.4,±0.003%,614,560.309441,Endako,BC,0.100,licensed_candidate
dtv_transmitter_census_v1,31,CH4304,Relay,,646.1,326.4,±0.003%,583,572.309441,Endako,BC,0.100,licensed_candidate
dtv_transmitter_census_v1,33,CH4337,Relay,,646.1,326.4,±0.003%,552,584.309441,Endako,BC,0.100,licensed_candidate
dtv_transmitter_census_v1,35,CH2032,Relay,,646.1,326.4,±0.003%,521,596.309441,Endako,BC,0.100,licensed_candidate
dtv_transmitter_census_v1,19,CH4433-DT,LPTV,,627.1,328.6,None specified,767,500.309441,Fraser Lake,BC,0.085,licensed_candidate
dtv_transmitter_census_v1,22,CH6460-DT,LPTV,,651.0,332.8,None specified,721,518.309441,Fort St. James,BC,0.039,licensed_candidate
