requested_snr_shelf_db,frequency_offset_hz,channel_gain_db,channel_phase_deg,requested_composite_atsc_snr_db,measured_truth_snr_shelf_db_mean,measured_truth_composite_atsc_snr_db_mean,fstat_raw_mean,fstat_level_db_mean,pnr_bin_db_mean,estimated_snr_shelf_db_mean,estimated_snr_shelf_db_std,snr_error_db_mean,snr_error_db_std,cpu_float_fstat_raw_mean,cpu_float_estimated_snr_shelf_db_mean,cpu_float_estimated_snr_shelf_db_std,cpu_float_snr_error_db_mean,cpu_float_snr_error_db_std,cpu_float_gpu_snr_diff_db_mean,trials,positive_excess_detection_rate,positive_excess_detection_rate_wilson95_lo,positive_excess_detection_rate_wilson95_hi,threshold_detection_rate,threshold_detection_rate_wilson95_lo,threshold_detection_rate_wilson95_hi,num_feeds,num_input_streams,cpu_gpu_abs_diff_max
-31.0,0.0,0.0,0.0,-30.689427395061156,-30.99989806906441,-30.689325464125567,1.1165761746580094,0.4735230277562934,-9.872793990178081,-31.508805843611697,2.7016321573433917,-0.5088785731346481,2.7018579733394468,1.116997853162648,-31.501514215031033,2.6134287287591733,-0.5015557249572314,2.613448851236106,0.051929236105932766,200,0.985,0.9568342712073097,0.9948857622067417,0.63,0.5612262992405018,0.6938739159014088,4,4,0.0
